,west,east,south,north,central,national
245,[45.918399810791016],[55.186214447021484],[56.98199462890625],[51.92292785644531],[57.06711196899414],[45.304691314697266]
246,[45.86722946166992],[55.1120491027832],[58.13335037231445],[53.08048629760742],[58.19136047363281],[46.41029739379883]
247,[48.096492767333984],[53.906497955322266],[58.10689163208008],[53.012542724609375],[58.17506408691406],[47.57221984863281]
248,[49.09500503540039],[53.93693923950195],[58.07917404174805],[53.02577209472656],[58.12273025512695],[47.347957611083984]
249,[48.97066879272461],[54.006649017333984],[59.115325927734375],[52.939083099365234],[59.1706657409668],[47.1763801574707]
250,[48.83823776245117],[54.06905746459961],[57.939754486083984],[52.939083099365234],[58.01436996459961],[48.3057746887207]
251,[48.79730987548828],[54.06905746459961],[57.93639373779297],[52.939083099365234],[57.98846435546875],[46.98894119262695]
252,[48.79730987548828],[55.194820404052734],[58.996063232421875],[52.939083099365234],[59.10564422607422],[48.239437103271484]
253,[49.936336517333984],[55.186214447021484],[59.088836669921875],[54.12110900878906],[59.15504455566406],[49.35103988647461]
254,[50.993377685546875],[55.112037658691406],[59.06105041503906],[54.07190704345703],[59.10336685180664],[49.3079948425293]
255,[50.90773391723633],[53.906494140625],[58.943023681640625],[53.994903564453125],[59.02912902832031],[49.1340217590332]
256,[50.822750091552734],[53.93693923950195],[58.94301986694336],[53.907203674316406],[59.02912902832031],[49.0316162109375]
257,[50.783016204833984],[54.006649017333984],[58.94301986694336],[53.907203674316406],[59.02912902832031],[49.0316162109375]
258,[50.783016204833984],[54.06905746459961],[58.94301986694336],[53.907203674316406],[59.02912902832031],[49.0316162109375]
259,[50.783016204833984],[54.06905746459961],[58.94301986694336],[53.907203674316406],[59.02912902832031],[49.0316162109375]
260,[50.783016204833984],[54.06905746459961],[60.09734344482422],[55.09031677246094],[60.150943756103516],[50.26633071899414]
261,[51.912078857421875],[55.194820404052734],[60.070735931396484],[55.043426513671875],[60.1358642578125],[51.40925598144531]
262,[51.860328674316406],[56.2988395690918],[60.04286193847656],[56.15339660644531],[60.08476638793945],[51.26939010620117]
263,[51.81631088256836],[57.33396911621094],[61.079437255859375],[57.20814514160156],[61.132171630859375],[51.09260559082031]
264,[51.77730941772461],[56.086978912353516],[59.90040588378906],[57.0858039855957],[59.97837829589844],[52.22824478149414]
265,[52.90144729614258],[55.95903778076172],[59.896995544433594],[56.90876007080078],[59.95275115966797],[52.14714431762695]
266,[52.85349655151367],[55.96675109863281],[59.801387786865234],[58.005615234375],[59.93502426147461],[52.07210159301758]
267,[53.920501708984375],[56.03289031982422],[59.923343658447266],[59.161678314208984],[60.01119613647461],[51.96721267700195]
268,[53.847591400146484],[56.03289031982422],[59.923343658447266],[60.2408332824707],[60.01119613647461],[51.96721267700195]
269,[54.9107551574707],[57.163700103759766],[59.923343658447266],[60.01829528808594],[60.01119613647461],[53.20954895019531]
270,[56.979068756103516],[58.27617263793945],[62.237953186035156],[62.23759460449219],[61.132171630859375],[53.127445220947266]
271,[56.928314208984375],[58.20804214477539],[63.336158752441406],[63.28358459472656],[61.11751937866211],[54.291446685791016]
272,[57.91018295288086],[58.066226959228516],[64.4034194946289],[64.27865600585938],[62.173336029052734],[54.1077995300293]
273,[57.8320198059082],[57.99888610839844],[64.12210083007812],[63.9427604675293],[63.19143295288086],[55.2741584777832]
274,[58.880916595458984],[57.99888610839844],[63.96998977661133],[63.74281692504883],[63.14802169799805],[55.08816146850586]
275,[58.83041000366211],[57.99888610839844],[63.84394454956055],[63.64076232910156],[64.13848876953125],[56.256927490234375]
276,[58.79448318481445],[57.99888610839844],[63.84394454956055],[63.64076232910156],[62.92881774902344],[56.0684700012207]
277,[58.76274490356445],[59.136173248291016],[63.84394454956055],[63.64076232910156],[62.903865814208984],[55.99020767211914]
278,[58.76274490356445],[59.13270950317383],[65.00886535644531],[64.8485336303711],[64.02053833007812],[57.13557052612305]
279,[58.76274490356445],[61.28672409057617],[66.14727783203125],[66.03715515136719],[65.15758514404297],[57.048709869384766]
280,[58.76274490356445],[61.26215744018555],[66.08995056152344],[65.9100112915039],[65.11549377441406],[58.22241973876953]
281,[58.76274490356445],[62.22489547729492],[65.9338150024414],[65.7025375366211],[65.00292205810547],[58.02880859375]
282,[58.76274490356445],[62.0992546081543],[65.80416870117188],[65.59697723388672],[66.05198669433594],[59.20505142211914]
283,[59.85621643066406],[62.013607025146484],[65.80416870117188],[64.39966583251953],[66.03790283203125],[60.26226806640625]
284,[58.71788787841797],[61.93703079223633],[64.64691925048828],[64.43302917480469],[64.83589172363281],[61.35240173339844]
285,[58.7190055847168],[61.93703079223633],[65.83281707763672],[65.72303771972656],[64.79578399658203],[62.33720397949219]
286,[59.83610916137695],[60.76927947998047],[65.83079528808594],[65.80010986328125],[64.85711669921875],[60.791011810302734]
287,[59.8300666809082],[63.09572982788086],[65.93380737304688],[65.70252990722656],[64.93183898925781],[61.959964752197266]
288,[60.87323760986328],[63.1776237487793],[65.80416870117188],[65.59697723388672],[66.05198669433594],[61.833744049072266]
289,[60.83098602294922],[63.07743835449219],[66.97441864013672],[65.59697723388672],[67.12772369384766],[61.86324691772461]
290,[60.7978515625],[64.08155822753906],[66.94476318359375],[65.59697723388672],[67.08628845214844],[63.02164077758789]
291,[61.854225158691406],[64.07980346679688],[68.08808898925781],[65.59697723388672],[68.07991027832031],[64.19522094726562]
292,[61.833194732666016],[63.99055099487305],[67.9271240234375],[64.39966583251953],[68.01140594482422],[64.02106475830078]
293,[61.8015022277832],[63.90897750854492],[67.8979721069336],[64.43302917480469],[67.96226501464844],[63.81886672973633]
294,[60.64225769042969],[63.90897750854492],[67.76454162597656],[63.33271026611328],[67.89192199707031],[63.702205657958984]
295,[60.69384765625],[62.73183059692383],[67.76454162597656],[63.458045959472656],[67.89192199707031],[63.702205657958984]
296,[60.73847579956055],[62.75448226928711],[66.60234069824219],[62.359039306640625],[66.72265625],[62.42152786254883]
297,[61.854225158691406],[61.66567611694336],[66.62596130371094],[63.67716979980469],[66.76840209960938],[63.803314208984375]
298,[61.833194732666016],[60.60309982299805],[64.36724090576172],[62.53434753417969],[64.42942810058594],[62.51116180419922]
299,[60.6833610534668],[59.54871368408203],[64.5202865600586],[61.39402770996094],[64.64501953125],[62.63810348510742]
300,[60.69384765625],[58.574214935302734],[63.421321868896484],[60.25878143310547],[63.58802795410156],[61.332305908203125]
301,[60.73847579956055],[57.599727630615234],[62.548133850097656],[59.2888298034668],[62.62047576904297],[60.26912307739258]
302,[59.6346549987793],[56.62521743774414],[61.45502853393555],[58.319374084472656],[61.544002532958984],[60.45927047729492]
303,[59.688472747802734],[55.65070724487305],[61.611454010009766],[58.509521484375],[61.759151458740234],[59.383705139160156]
304,[59.73407745361328],[55.82696533203125],[60.614646911621094],[57.49971008300781],[60.72599792480469],[59.59644317626953]
305,[59.76487731933594],[55.96675109863281],[60.75619888305664],[57.62397766113281],[60.856788635253906],[58.40898513793945]
306,[59.76487731933594],[54.88637161254883],[59.63748550415039],[57.699588775634766],[59.74271011352539],[57.34685516357422]
307,[59.76487731933594],[54.91498947143555],[59.77759552001953],[56.61225509643555],[59.873409271240234],[57.53410720825195]
308,[58.62838363647461],[53.838253021240234],[58.6600341796875],[55.48889923095703],[58.75985336303711],[57.7278938293457]
309,[58.68449783325195],[52.79117202758789],[58.79882049560547],[55.6043586730957],[58.890602111816406],[57.838138580322266]
310,[58.7310791015625],[51.752498626708984],[58.82258605957031],[54.59131622314453],[58.95247268676758],[56.57024383544922]
311,[57.62337875366211],[53.06092071533203],[60.09734344482422],[54.71800231933594],[60.150943756103516],[57.933223724365234]
312,[56.517547607421875],[53.15926742553711],[60.070735931396484],[54.79009246826172],[60.1358642578125],[57.919429779052734]
313,[57.7798957824707],[53.14601516723633],[60.04286193847656],[56.06079864501953],[60.08476638793945],[56.6827278137207]
314,[56.67108917236328],[53.08803939819336],[59.923343658447266],[57.20814514160156],[60.01119613647461],[56.66801071166992]
315,[56.716461181640625],[54.211875915527344],[59.923343658447266],[58.281982421875],[60.01119613647461],[56.75065231323242]
316,[56.729061126708984],[54.20136642456055],[61.079437255859375],[60.45995330810547],[61.132171630859375],[55.5941047668457]
317,[56.762359619140625],[55.24498748779297],[61.05260467529297],[61.414794921875],[61.11751937866211],[55.69143295288086]
318,[56.76236343383789],[56.2988395690918],[61.02464294433594],[59.897705078125],[61.06692886352539],[55.77322006225586]
319,[56.76236343383789],[56.23109817504883],[59.75599670410156],[58.47816848754883],[59.82988739013672],[55.88161087036133]
320,[56.762359619140625],[57.2173957824707],[58.63996887207031],[57.35042190551758],[58.686641693115234],[54.61777114868164]
321,[56.762359619140625],[57.15810012817383],[59.827880859375],[57.54035949707031],[59.967628479003906],[55.97495651245117]
322,[56.762359619140625],[58.20516586303711],[59.949371337890625],[57.699588775634766],[60.06560134887695],[55.96110534667969]
323,[57.8636474609375],[58.145084381103516],[60.04286193847656],[58.97990417480469],[60.08476638793945],[55.99020767211914]
324,[57.8320198059082],[58.066226959228516],[58.77718734741211],[58.941043853759766],[58.847049713134766],[57.13557052612305]
325,[58.880916595458984],[59.136173248291016],[58.79882049560547],[58.8566780090332],[58.890602111816406],[57.048709869384766]
326,[57.71459197998047],[59.13270950317383],[58.82258605957031],[58.762577056884766],[58.95247268676758],[56.96953582763672]
327,[57.717079162597656],[57.90188980102539],[58.94301986694336],[58.762577056884766],[59.02912902832031],[56.85995101928711]
328,[57.72940444946289],[57.8517951965332],[58.94301986694336],[58.762577056884766],[59.02912902832031],[56.85995101928711]
329,[56.6196174621582],[57.92874526977539],[58.94301986694336],[58.762577056884766],[57.864688873291016],[56.85995101928711]
330,[56.68064498901367],[56.84658432006836],[58.94301986694336],[58.762577056884766],[57.90839385986328],[56.85995101928711]
331,[56.729061126708984],[58.01694107055664],[57.798072814941406],[57.583457946777344],[57.97058868408203],[55.5941047668457]
332,[56.762359619140625],[58.07839584350586],[57.81987380981445],[57.62397766113281],[58.04776382446289],[55.69143295288086]
333,[56.762359619140625],[56.91935348510742],[57.84362030029297],[57.699588775634766],[58.04776382446289],[55.773223876953125]
334,[55.617061614990234],[55.72005081176758],[57.962589263916016],[57.78953170776367],[58.04776382446289],[55.88161087036133]
335,[55.680702209472656],[54.676185607910156],[56.81863784790039],[56.61225509643555],[56.88279342651367],[54.61777114868164]
336,[55.72998809814453],[54.850399017333984],[55.70517349243164],[55.48889923095703],[54.52151107788086],[54.71467971801758]
337,[54.615665435791016],[53.838253021240234],[54.61811447143555],[53.303558349609375],[54.72586441040039],[53.53158950805664]
338,[53.51041793823242],[52.79117202758789],[53.63937759399414],[51.238731384277344],[52.54679489135742],[53.7378044128418]
339,[51.24897003173828],[46.16324234008789],[51.54893493652344],[38.5031852722168],[50.411312103271484],[51.286346435546875]
340,[46.59242630004883],[42.270050048828125],[51.703033447265625],[31.528013229370117],[44.445465087890625],[51.59832763671875]
341,[43.59026336669922],[40.513328552246094],[51.85147476196289],[32.9134635925293],[46.538997650146484],[51.757877349853516]
342,[41.94647979736328],[41.003211975097656],[50.932098388671875],[36.15009689331055],[47.02096176147461],[50.71076965332031]
343,[42.57939529418945],[40.10011291503906],[52.105865478515625],[37.836002349853516],[47.3814811706543],[52.05793380737305]
344,[42.784515380859375],[39.13091278076172],[52.10107421875],[37.681026458740234],[49.56229019165039],[52.04349136352539]
345,[41.65664291381836],[38.10539627075195],[52.184226989746094],[38.7485466003418],[50.63254165649414],[52.07210159301758]
346,[40.55699920654297],[38.3162727355957],[52.07516098022461],[37.36655044555664],[51.62552261352539],[51.96721267700195]
347,[40.75325012207031],[36.024898529052734],[52.07516098022461],[36.164058685302734],[52.523441314697266],[51.96721267700195]
348,[42.03285598754883],[36.344749450683594],[52.07516098022461],[33.810340881347656],[50.06171417236328],[51.96721267700195]
349,[43.13148880004883],[36.415000915527344],[53.22309112548828],[35.32756042480469],[47.56686019897461],[53.20954895019531]
350,[43.00012969970703],[37.70178985595703],[52.04981994628906],[35.457122802734375],[48.97692108154297],[51.87869644165039]
351,[42.90165710449219],[39.89855194091797],[52.0490837097168],[36.79773712158203],[50.368289947509766],[51.88948440551758]
352,[42.8594856262207],[40.842525482177734],[50.82388687133789],[36.61355209350586],[51.55548858642578],[50.602909088134766]
353,[41.65664291381836],[39.467159271240234],[49.820369720458984],[36.54841613769531],[50.26724624633789],[49.54388427734375]
354,[41.775150299072266],[39.381813049316406],[51.015079498291016],[40.15699005126953],[51.309043884277344],[49.72605514526367]
355,[41.8332405090332],[40.541908264160156],[51.11858367919922],[42.2750129699707],[51.258358001708984],[49.906822204589844]
356,[43.047428131103516],[40.51190185546875],[50.05591583251953],[41.917991638183594],[50.1110954284668],[50.01002883911133]
357,[44.11240768432617],[39.28854751586914],[47.709571838378906],[40.31422805786133],[45.149349212646484],[47.491886138916016]
358,[42.807743072509766],[38.155094146728516],[46.65062713623047],[39.01856231689453],[44.330875396728516],[46.429771423339844]
359,[41.59329605102539],[38.3162727355957],[46.81648254394531],[37.952110290527344],[44.83527755737305],[46.697425842285156]
360,[41.73952102661133],[38.40908432006836],[47.050453186035156],[38.178932189941406],[44.0617561340332],[46.974525451660156]
361,[41.8332405090332],[37.27757263183594],[46.006282806396484],[37.127540588378906],[44.21387481689453],[45.826297760009766]
